Pulso_cardiaco,Presion_sistolica,Sudoracion_ml_h,emocion_cluster,emocion_etiqueta
88.5527,133.678277720699,0.891442610346407,1,0
87.4276,131.520349466036,1.39130167526192,1,0
89.0012,133.74984654894,0.7673559329567916,1,0
86.7642,131.169907071277,0.9398200392063292,1,0
86.9939,132.481769993358,1.3849361105796434,1,0
88.73,130.238610697199,0.2559875677458131,3,4
89.5466,132.802801985943,0.4757893910400704,1,0
85.4903,131.811088060088,0.8247928522385721,1,0
85.2273,133.022978694299,0.6413964137369985,1,0
88.5214,132.786831888449,1.4593255755406354,1,0
86.615,131.449259286155,0.2275683649043645,3,4
85.3241,64.82923661476353,1.12445455010242,0,3
88.7655,64.56019346594526,0.2199571903006665,3,4
89.0828,61.35681643908326,0.3335186951645881,3,4
88.5714,64.9025649705627,0.3004375363137145,3,4
86.3564,60.33787931132461,1.2094208210191857,0,3
89.3257,64.5378640975514,0.9858348948245949,0,3
89.7198,60.95001244492415,1.4416757380243084,0,3
85.7276,61.964704804535536,0.2751738606248606,3,4
86.293,64.80491267438043,1.321594959146837,0,3
87.3645,61.21451680824932,1.2236927444724273,0,3
85.3848,61.63432171263761,0.9960233643346736,0,3
89.4103,64.70557492927864,1.1312783040845615,0,3
85.6331,64.2123788323916,0.2478190851044588,3,4
86.6695,62.84070406347686,0.3605987868217104,3,4
87.1013,62.45058127833139,0.4795900200752135,3,4
85.2529,64.19484253916121,0.4571076444653198,3,4
89.3208,64.18953387218836,1.365366481781445,0,3
87.3399,64.31124206778605,0.8608603566083057,0,3
85.2571,62.60243517325759,1.2115282323798775,0,3
88.2456,63.56693099939513,0.1166151861635434,3,4
87.6148,62.79287514807944,1.3613022534071622,0,3
89.5294,63.59852276879551,0.2704929412796072,3,4
89.8047,61.522637602328494,0.4376991308346522,3,4
89.5851,60.73809696697407,0.1064683288285288,3,4
88.7574,69.21293910084918,0.3357538808975994,3,4
87.6402,69.76700429704127,0.8754645084212532,0,3
89.0554,68.2198351684004,1.3074387311569908,0,3
86.2239,68.96797193050199,1.3767032135726471,0,3
87.9856,69.12304468123574,1.4251721553564023,0,3
87.9053,69.71173545953602,0.2816158486234055,3,4
88.8706,66.93253648281284,1.3638399938239596,0,3
87.5088,69.92432770148952,1.2953524318504748,0,3
88.4504,68.04274694050743,1.2372027528662235,0,3
89.3186,67.21673593740068,0.1358878667494374,3,4
85.0308,69.33901804551108,0.6538358653957503,0,3
85.2468,69.58817157620351,0.4156231573681687,3,4
89.7583,68.62066765761055,0.738097734999757,0,3
85.1013,66.44488544727352,1.020712146767186,0,3
86.4541,66.41335314134791,1.0167737999930877,0,3
85.6838,69.96278131585387,0.7895745439311621,0,3
88.2467,68.87174514600626,0.3836024011253052,3,4
87.1246,66.08802999149817,0.7620687860644307,0,3
87.8245,66.02184366548693,1.2324635146495595,0,3
89.9858,65.6660741362733,1.451997925567044,0,3
89.0638,68.25077060891896,1.4809012312967644,0,3
89.414,67.46736595568639,1.422057566936444,0,3
88.4337,66.86051903487886,1.005890332191503,0,3
85.8953,66.59031045879992,0.382401326806723,3,4
87.0231,73.67073573288856,0.8625227068880539,0,3
89.6296,72.63926414620651,0.3422773576529121,3,4
88.7615,74.9017654141858,0.3303482142149015,3,4
87.7857,74.3201442065713,0.9473983215102768,0,3
86.9502,74.59081059022883,1.072678269478151,0,3
88.6885,71.90918658888418,1.307743733780519,0,3
86.9463,70.30147698398467,1.1335785654500403,0,3
89.2421,72.36399425698366,0.937345202402092,0,3
87.5746,72.90292800259074,0.6381271202323775,0,3
89.8204,72.36565312962273,1.3145214725269037,0,3
87.0264,73.57222322569599,0.4539086617296741,3,4
88.7574,70.84190556112495,0.3337447921600601,3,4
87.4915,70.58448847140063,1.274068947946763,0,3
89.6519,72.35428299394232,0.2526542726694872,3,4
87.9897,74.97961760498492,1.2114028972126414,0,3
87.3393,71.1154728846338,1.1649630130987756,0,3
88.7639,70.97371088982784,1.271732472532001,0,3
87.8337,72.51424620789777,0.6153053709163903,3,4
87.0414,71.8019195819015,0.7468390629524783,0,3
86.8784,73.93359693272015,1.1407671887439608,0,3
85.2927,70.24066340120912,0.5149680274162871,3,4
89.521,73.88984386009064,0.204048442035911,3,4
88.8293,74.58444865843369,1.1251194246000802,0,3
89.853,72.44175253348669,0.8711520114684639,0,3
85.7898,75.29753907733712,0.5052199558799423,3,4
88.9286,78.23868155637248,0.8457598244662275,0,3
88.8782,79.59533999657279,0.4398327688791166,3,4
85.6348,76.81728534256743,0.9477572615473367,0,3
88.7344,76.51113165345679,0.7750787105808734,0,3
89.0598,79.98087791578337,0.8191605964099434,0,3
87.5899,75.38922794864374,0.1831447589041375,3,4
87.7363,76.55084536372864,1.016996283139454,0,3
87.9529,79.64979426092097,1.3021732453705204,0,3
89.4503,75.93562175149196,0.1067770301259136,3,4
87.6115,78.40568112752365,0.8555801361525645,0,3
87.1392,78.3152983150458,0.1527845103350386,3,4
89.8204,75.95703565653771,1.4329828886495135,0,3
87.0751,76.78539033632504,0.1127929914434712,3,4
92.2181,79.47262762885401,1.0929250866054343,0,3
93.4565,77.70033192698148,0.892485378790497,0,3
90.0195,76.264794716001,0.7893349983713125,0,3
90.0476,78.09337047907275,0.2239123289858257,3,4
93.2661,75.090488247465,0.3332028767921262,3,4
92.2654,76.4595401723245,1.190496743958939,0,3
93.4242,75.67717874517137,1.1018127080865034,0,3
92.5223,76.47393477302788,1.2569332096099313,0,3
93.4123,79.2990373335591,1.042814848155418,0,3
91.3636,77.58023595968525,0.2320495271115993,3,4
91.1885,81.24323482094228,1.1909891553251115,0,3
92.3496,84.36171532856054,0.4551303264037413,3,4
90.8834,81.42274006441502,0.3103210769177304,3,4
93.1539,82.85650824844627,0.8526863726854018,0,3
93.6149,83.980209782126,0.5328819771493333,3,4
91.2417,80.71525035374373,0.7735610458062371,0,3
90.1645,81.57378869135566,0.64827082543017,3,4
90.3878,80.28636459013792,0.7305967443260757,0,3
91.1619,82.28467868894879,1.129895019012925,0,3
93.071,83.01776085544088,0.1141206743051579,3,4
91.3636,84.61061007357043,1.1067037355283271,0,3
91.9312,82.44078869799786,0.4354409068958562,3,4
93.363,83.51100734900147,1.146805911640436,0,3
94.8365,84.99678861671457,1.189353492951548,0,3
92.0427,82.21434070067725,1.0901474691046835,0,3
91.0625,81.24571105222219,0.4476951307201898,3,4
92.5926,81.94534775371773,0.7183146918206432,0,3
92.3608,84.14039648483558,1.4174783042311254,0,3
94.528,82.94459198593394,0.8355612870129117,0,3
93.0468,84.00307571159645,0.7273935703813623,0,3
91.3312,80.71098115534558,1.1855631381163527,0,3
94.9453,84.8233944482646,0.170773386190309,3,4
90.4294,83.66458032899457,1.44135859379588,0,3
91.1344,82.46633774870914,0.2040362389845745,3,4
90.9091,85.68743531984073,1.401838224629082,0,3
90.2812,88.38852924766518,0.9124327828602958,0,3
92.0912,89.48873960636298,0.9654593422884716,0,3
92.7285,89.84180991988953,1.4647275342891903,0,3
94.6703,88.8282281628598,1.4340192780006198,0,3
93.6464,89.82255604659427,0.7664272651524648,0,3
92.229,86.69936846692356,0.1206401400018048,3,4
94.3396,87.16726342545222,0.5123427554464769,3,4
92.7893,89.95324944120374,1.2952568959086714,0,3
94.1279,87.2854887273597,0.4238840996563332,3,4
91.0976,88.57941749849019,0.9392698080396836,0,3
94.486,89.81726628404435,0.8868299663255553,0,3
92.1016,87.9427870161916,0.8720225116812407,0,3
91.0979,88.20281207388206,0.4119641762640146,3,4
92.6499,88.51033752495235,0.4772396261058889,3,4
90.3614,86.76184088082587,0.6896959517581491,3,4
91.8359,85.32984992992445,0.228051092252617,3,4
91.8293,86.0925477960955,0.7018573605203529,3,4
92.2313,89.68014713447371,0.1446862983232502,3,4
94.2627,87.69664464255256,0.7890844163550247,0,3
93.9247,88.18981616735199,0.7312244072863594,3,4
93.5941,87.40827575850365,0.9407275249717064,0,3
91.1382,86.34350060327307,1.0682787965340734,0,3
91.1391,89.37140952813569,0.8283337960188375,0,3
94.4622,93.98169882210004,1.3289294720373863,0,3
94.6187,90.23921490027487,0.3408699131040933,3,4
90.0043,90.6949979979579,1.0536257694790738,0,3
92.4238,90.1165389775148,0.704696345139562,3,4
91.2177,94.8814574285856,0.5460631160907111,3,4
92.8042,94.63503730444668,0.6302550962236644,3,4
93.8568,94.6939905079794,1.141598865458746,0,3
91.9392,94.43807780960536,0.1367231812688843,3,4
93.0363,90.08501168233738,0.5183819081587018,3,4
93.8093,92.3657359410434,1.433700426594242,0,3
94.3359,92.20093769282214,0.5868306359331359,3,4
92.597,90.40672399516812,0.5608474964618833,3,4
90.5322,93.54552289833332,0.3092543077189144,3,4
90.7051,92.8375790739982,0.4463142279346914,3,4
93.3238,94.74791298937674,0.2030817718893913,3,4
92.3337,94.75139386624429,0.9875989683030724,0,3
93.7466,92.56671560758974,0.1033124973632324,3,4
91.3039,90.03086802090944,0.4848198035561384,3,4
93.8942,91.83557355255104,1.3433573760282362,0,3
92.963,91.7660416133414,1.4731364584862665,0,3
90.4671,92.31775506386704,0.9869057124218747,0,3
92.9149,91.96143430902532,1.1244837226832574,0,3
91.8634,91.07238350009192,1.3452414913215756,0,3
94.8272,94.50163879112978,1.291453016524342,0,3
92.0078,98.64574653921024,0.9288512206034282,0,3
92.2068,99.05377279823075,1.0302368960100272,0,3
93.7255,95.43200956550751,0.771227413244583,3,4
94.2925,99.18074391475038,0.7195406253319876,3,4
93.1265,99.80652325673856,0.9711619677261196,0,3
92.2222,99.70948187398832,1.3951524767459702,0,3
93.7595,95.44407078220588,0.8490863948034765,0,3
90.0245,98.36556139847023,0.3955949827603185,3,4
93.4589,96.4348127128006,0.1336957261929802,3,4
90.1751,97.1524893922583,0.6820411877119076,3,4
93.922,98.19016858293216,0.8089347978743455,0,3
90.3808,95.04697137903466,1.2753889558877909,0,3
92.4512,98.9282096048095,0.6755173282368991,3,4
90.5109,96.96854676629538,1.3122704670776515,0,3
94.9415,95.41052446285148,1.1954463395979118,0,3
94.0792,95.53165865669624,1.092550363334517,0,3
92.2527,98.23383156795086,1.1143081260018577,0,3
94.2328,98.8227747097694,1.22741701978589,0,3
92.5047,96.65007614936842,1.0772063719040614,0,3
94.9367,97.54340724812629,0.7721862649776493,3,4
94.9367,99.72761083312729,1.2466409588152647,0,3
91.5296,95.61193406851442,1.4949043700268134,0,3
93.9918,99.3513719766045,1.1928812936412336,0,3
93.6169,95.37454145920208,0.5159440462298394,3,4
93.904,102.32955924476396,1.4796470710641656,0,3
90.3614,104.56650398698471,1.1389158969698403,1,0
90.7449,103.92207819573412,0.8331038435586987,1,0
94.5733,103.63992894159512,0.7365533423789178,3,4
93.8397,101.23033683768644,0.4544315360992743,3,4
92.4055,104.3872792914349,0.9090179279304632,1,0
92.2889,102.65940423763077,0.3164474515983886,3,4
94.0162,100.90288980505184,0.7881207878440132,3,4
91.9952,100.60662930995092,0.5229033130935596,3,4
90.9202,101.98607872158388,1.155536176304682,0,3
92.2065,100.3395263090826,1.0360593867647725,0,3
92.7789,102.28706538834152,0.805810364802635,1,0
91.2974,102.04335883442336,1.407840163926117,0,3
93.268,100.1682724672717,1.4875498140668963,0,3
90.5367,103.90273430151156,1.0034557937170063,1,0
92.7832,101.16527757245,0.5533649227241999,3,4
92.9446,100.67096544947532,0.2960592408499709,3,4
93.4565,102.4055344301234,0.511959160653074,3,4
90.9477,103.28134856173618,0.1878019413028104,3,4
90.7163,100.2068997763667,1.181745226082649,0,3
91.3095,103.85588081020376,1.4306517764943574,0,3
90.6616,100.54321520196945,0.9566049064826596,0,3
92.4055,104.82441113502352,1.4344083667506822,0,3
92.6023,108.2245223349972,0.3073094606619585,3,4
92.0,107.09009021368963,0.3245904984108928,3,4
93.0185,108.63880653235464,1.2855519283073742,1,0
90.0043,108.70091862030912,1.39539853468457,1,0
91.5465,105.92841373272176,0.8911461152864075,1,0
91.6378,106.5262597632499,0.6542011914662063,3,4
94.6537,108.34411800397116,1.4336369222090248,1,0
91.8658,107.16140730661594,0.7169327442756743,3,4
94.7819,109.50423613127298,1.4790384472827935,1,0
94.9937,107.88605582580648,0.2942500769997798,3,4
94.033,109.55794486769555,0.7110302422830944,1,0
93.2096,109.69828003535712,0.111260837297563,3,4
91.12,105.4586547121726,0.8546014617818574,1,0
92.7045,108.32723069715122,0.6522235144383712,3,4
90.2907,107.39878024629768,0.8334030021367312,1,0
91.0664,108.32339802144408,1.0377864751909438,1,0
92.9574,109.54237122259934,1.1524596108361704,1,0
91.6818,109.55841888298671,0.3333518911095137,3,4
91.8505,107.68266657566696,0.934849977123851,1,0
92.2972,107.50431175554364,1.439782765309089,1,0
92.308,109.55420744956588,0.7398611949078785,1,0
92.7996,106.8550093978244,0.3238949934401171,3,4
93.1012,106.87547394632315,1.4693321523702343,1,0
92.2427,112.04612063900132,0.921440013159854,1,0
92.2222,110.15378322859986,0.9705713052880685,1,0
97.0029,113.2585958267034,1.4022581161749643,1,0
96.4293,114.55741960970836,0.2385195810323549,3,4
97.9665,111.45826296350133,0.1778936216212001,3,4
98.0392,114.21263544160168,0.7010859224186268,1,0
98.1818,114.2942740705373,0.3102160766509897,3,4
98.9961,110.53485691052774,1.188381719918974,1,0
98.6842,111.92147306592648,0.606057676302205,3,4
95.283,113.50733707143904,0.7637397389440937,1,0
98.0392,114.7289405044804,0.9947398601304964,1,0
95.2874,110.70783285963093,0.4030709890584708,3,4
99.3377,111.74943648987733,0.69994163208679,1,0
99.2,112.54321165947891,1.35915780192308,1,0
98.8235,114.12933211229917,0.8584849381361158,1,0
96.4238,112.89361706813337,1.3441006438666807,1,0
96.075,112.56138766863172,1.0437925661892404,1,0
98.6842,113.24377088120472,1.035829956478013,1,0
97.419,112.43074512772084,0.9246134303743568,1,0
97.1842,114.00759387614264,0.8487486129898096,1,0
96.6559,114.57377349784262,1.4790268098682833,1,0
95.7212,111.17468645718093,1.3803509070528424,1,0
95.5944,110.78766154518864,0.1010033725738502,3,4
95.0508,119.37552623075128,1.1347102996487088,1,0
95.986,117.5838079913768,1.1443736939527642,1,0
99.2108,117.23277504473891,0.595610178019878,1,0
98.63,119.70055599956362,1.011681762368303,1,0
98.9231,116.56080298114904,0.1711524075941571,3,4
99.1959,118.71906471014007,0.2185391571006265,3,4
95.9015,115.49653779901348,0.7758595024327161,1,0
98.8567,116.20174388865568,0.3953522445498212,3,4
95.465,117.82116187613892,0.691860292982676,1,0
98.797,115.85694701270074,0.4057295486753129,3,4
96.5037,118.3667079090717,0.7046124239433481,1,0
99.2105,117.16415637723874,0.6398708060459559,1,0
95.1926,117.6394662274812,1.4676465914836592,1,0
99.7351,117.8724478737099,0.4531798676008012,3,4
96.5385,115.35434066654555,0.6359963796798688,1,0
96.3373,119.50929400476556,0.6089415763222885,1,0
98.6842,119.71425090548628,0.4581891897111613,3,4
95.1926,118.86545337481672,0.8448242418529868,1,0
96.9155,119.96325714964922,1.1037509740060811,1,0
97.1563,118.34715047960978,0.279100165692593,3,4
96.6879,117.8087364257384,0.3850886263137412,3,4
98.9515,115.87359106031204,0.381968404928625,3,4
99.8421,115.33625773935889,1.043366278579667,1,0
98.0808,123.78851107614832,0.5952423788917474,1,0
95.5414,122.28303282324217,1.3123092002799006,1,0
99.6,123.07373230135492,0.916540019555512,1,0
97.0677,121.87093523895972,0.7399760300725987,1,0
99.3536,124.81014065973446,0.6325445902532879,1,0
95.7712,122.24131462415684,0.7652899663795211,1,0
95.2681,123.777086475133,0.3410398262357405,3,4
95.0425,124.51369784249005,1.2494929595410966,1,0
97.9101,124.32886199643973,0.6090977063672638,1,0
96.1183,121.478566402573,1.0189866412100004,1,0
99.5316,122.18817345480498,0.8354953520855816,1,0
95.3589,122.96700186016136,0.9787943608420464,1,0
95.5816,123.82704379896153,1.3784518959787182,1,0
97.0984,120.63726890676124,0.486040343562961,3,4
98.8651,122.44840530403744,0.8326526761089361,1,0
95.2318,121.96371385094984,1.1658945397782718,1,0
99.0606,121.0735424299954,0.1501429967731936,3,4
95.3165,123.51070286447856,0.8784230998563507,1,0
96.3489,120.60495595544587,1.1542854550849184,1,0
96.2412,120.12199978366743,0.5553821252918477,1,0
96.464,124.91669058246376,0.8869115298276159,1,0
95.1835,120.38587515150324,1.323319331748921,1,0
96.2817,122.85537946674042,0.7492202795771336,1,0
97.8154,128.7069118830319,0.5863576694780114,1,0
99.6689,129.88914757902972,1.4267397207311332,1,0
99.1835,125.27630381034945,0.2588695491102866,3,4
99.3474,126.79403067588326,1.0377479153765836,1,0
98.7137,128.9661008435475,0.7811513828063502,1,0
96.4814,129.7384134452734,1.406548555150719,1,0
96.6484,129.3144911791208,0.9537841608464032,1,0
96.4963,126.21060585121351,1.121405330388782,1,0
97.5885,125.53032630739304,0.8527491408575567,1,0
97.8911,127.24763578955096,0.8590166260319891,1,0
95.0746,128.62747046445085,1.1829379075119,1,0
95.4717,128.68609463253657,1.2281259271950098,1,0
95.6878,125.00005024728202,1.4092292225233525,1,0
95.2681,125.59175450189542,1.4731296944328771,1,0
99.1404,128.18663776850178,0.694046880582427,1,0
98.2946,125.48011340461936,0.8105046129853429,1,0
95.2657,129.50474674210923,1.425203501128193,1,0
95.3556,127.8939279641461,0.8314213128254748,1,0
95.6357,129.03462822036585,0.3938871550894455,3,4
97.0769,126.4887896705536,1.3224836100492423,1,0
98.0418,126.4395047730924,0.8496205656417402,1,0
98.892,125.1022433783762,0.7998302966356775,1,0
98.1767,128.3440150193134,0.8929040625346655,1,0
95.1926,133.30695736355153,1.1205140130219402,1,0
95.812,133.94134743199632,0.2129232188281554,3,4
95.7212,132.23167485057132,1.2890356765244826,1,0
98.4778,130.00773302902374,0.1134676000602669,3,4
99.0789,134.73416834731813,0.5752861334196668,1,0
98.9879,133.36272462632064,0.3016940028107803,3,4
96.1935,134.4390854318082,1.2844521062980865,1,0
95.9579,134.00674271421005,1.0389449612619692,1,0
96.9121,134.2886888824685,0.9774890342247722,1,0
97.2328,132.35609446841903,1.3014027732979456,1,0
99.6848,130.7927408233652,0.4200288007304578,1,0
99.0005,134.35480532640986,0.5043073941180273,1,0
98.4314,130.0191365503965,1.4567613804949844,1,0
96.4022,130.64801743551203,0.343046566132177,3,4
99.3377,132.46427126375227,0.8886185836190776,1,0
99.3377,130.6726759879772,1.2465984478269556,1,0
96.0414,131.95686697640355,1.0648746965668483,1,0
95.0967,132.2898764610524,1.1480433617718098,1,0
98.3445,130.03814478660755,0.6558677782947804,1,0
95.3193,132.58205235595224,1.2168170012225612,1,0
96.4715,133.68519165767827,0.3233907486122809,3,4
98.3766,134.02049325019644,1.1566932832801924,1,0
95.1157,131.27969941984213,0.8248580988774714,1,0
95.2657,137.68481419335748,0.5143471649134185,1,0
98.1152,137.01197832707152,1.0787629120520217,1,0
95.2415,139.48828248156056,0.6055076796800056,1,0
96.6158,139.956652621366,0.9959735468750917,1,0
96.5087,139.15448463269843,1.3636904871008408,1,0
99.3794,136.66290579747726,1.427748226541418,1,0
98.1767,138.25057865454937,0.8334423811690361,1,0
97.8,138.92435672824013,1.0366868584497908,1,0
99.045,136.26672579132082,1.0484114372485644,1,0
99.6575,138.44119569685773,1.14821250614696,1,0
98.028,139.0936605562227,0.3857339944806286,1,0
95.6183,135.29316798985292,0.8486201338976522,1,0
99.571,136.09736632987654,0.616340975312826,1,0
96.5583,138.8927514005255,0.8920814178821715,1,0
99.5679,139.9921472856128,1.1344431101228671,1,0
99.6379,136.66670206998634,1.1104336879453252,1,0
95.0514,139.95180526352,1.3513246266923462,1,0
98.3075,139.19724136383596,1.4699769496789203,1,0
95.7692,135.06233881775356,0.4997928149469011,1,0
97.093,138.72674165679763,1.1937362957365447,1,0
95.1926,136.7097247511157,0.8218347261360802,1,0
95.5209,136.0097347284376,0.2622378923032781,3,4
100.0,136.53017620344272,0.1949252389047414,3,4
